1、 3'8/35
3235、 1'17/60
3236、 20
3237、 50/147
3238、 2'2/5
3239、 2'25/28
3240、 29/63
3241、 79/96
3242、 6'34/35
3243、 1'3/4
3244、 1'2/5
3245、 1'11/24
3246、 1/14
3247、 29/30
3248、 5'11/24
3249、 1'3/5
3250、 4'1/4
3251、 27/40
3252、 103/360
3253、 2'1/3
3254、 18/31
3255、 1'7/72
3256、 7/12
3257、 22/27
3258、 1'1/6
3259、 62'2/3
3260、 7'2/27
3261、 7/48
3262、 2'7/12
3263、 1'26/49
3264、 2'127/180
3265、 1'2/3
3266、 15/64
3267、 6'1/4
3268、 3/4
3269、 2
3270、 3'3/8
3271、 2'1/2
3272、 7/8
3273、 4'32/45
3274、 7/9
3275、 3'1/7
3276、 2'21/40
3277、 4'29/60
3278、 2'2/9
3279、 1'29/50
3280、 13/270
3281、 26
3282、 5'4/5
3283、 9/32
3284、 2
3285、 1'7/20
3286、 7'3/4
3287、 1'23/36
3288、 1/3
3289、 1'5/63
3290、 5
3291、 2'10/27
3292、 4'107/168
3293、 15/56
3294、 1'4/9
3295、 10'1/2
3296、 5'1/7
3297、 10'1/6
3298、 2'17/21
3299、 1'5/14
3300、 7'3/5
3301、 3'19/180
3302、 2'1/3
3303、 6'2/3
3304、 2'7/10
3305、 5
3306、 2'7/10
3307、 13/15
3308、 1'3/8
3309、 4'52/75
3310、 27/28
3311、 1'5/7
3312、 1/6
3313、 1'29/45
3314、 2/5
3315、 3'5/8
3316、 5/9
3317、 4'9/10
3318、 21/64
3319、 13'2/3
3320、 2'41/60
3321、 1'61/84
3322、 2'11/14
3323、 1'1/6
3324、 4'3/5
3325、 5/72
3326、 2'1/20
3327、 1'9/14
3328、 5/21
3329、 3'1/2
3330、 8/15
3331、 5'5/54
3332、 2'2/5
3333、 3'121/216
3334、 3'7/18
3335、 1'1/117
3336、 2'29/144
3337、 1'1/24
3338、 4'1/2
3339、 1'1/8
3340、 1'4/5
3341、 3/40
3342、 1'3/8
3343、 20
3344、 240/833
3345、 1/2
3346、 8'19/24
3347、 1/10
3348、 4'23/40
3349、 1'5/12
3350、 4/21
3351、 165/224
3352、 26'1/4
3353、 2'3/8
3354、 8/9
3355、 1'2/3
3356、 15'3/4
3357、 4'2/3
3358、 18'1/2
3359、 1'55/72
3360、 1/2
3361、 1/2
3362、 1'1/7
3363、 5/8
3364、 1
3365、 13/14
3366、 8'1/6
3367、 23/30
3368、 22/63
3369、 1'1/15
3370、 2'1/40
3371、 1'2/5
3372、 1'25/32
3373、 179/360
3374、 1'2/15
3375、 1/7
3376、 25/64
3377、 2/35
3378、 16/63
3379、 5/7
3380、 6'3/4
3381、 1/3
3382、 4/9
3383、 1'2/9
3384、 5'11/54
3385、 3'2/15
3386、 2/27
3387、 4'2/3
3388、 2'11/70
3389、 2'19/40
3390、 4/5
3391、 4'89/120
3392、 2/3
3393、 2'1/12
3394、 27/40
3395、 2'2/3
3396、 2'11/12
3397、 121'1/2
3398、 4/9
3399、 1'1/3
3400、 6'13/45
3401、 15/16
3402、 2'77/180
3403、 5'4/5
3404、 3/5
3405、 1'13/18
3406、 3/5
3407、 8/45
3408、 1'5/18
3409、 5'7/8
3410、 15/16
3411、 13'1/35
3412、 8'1/2
3413、 2'2/3
3414、 5/18
3415、 10'1/2
3416、 5/16
3417、 1/10
3418、 4'1/8
3419、 2
3420、 9/16
3421、 5/63
3422、 4'229/280
3423、 2/45
3424、 2'1/4
3425、 9'1/3
3426、 9'1/8
3427、 9/28
3428、 3/8
3429、 3'1/20
3430、 11
3431、 1'5/18
3432、 2
3433、 2/7
3434、 3'10/21
3435、 28/33
3436、 11/15
3437、 1/8
3438、 2'1/2
3439、 9'13/27
3440、 3'1/8
3441、 7/18
3442、 1'4/27
3443、 3'1/9
3444、 4'43/60
3445、 4/9
3446、 12/25
3447、 3/4
3448、 4'1/2
3449、 2'3/5
3450、 2'3/4
3451、 40/63
3452、 6'5/9
3453、 8'1/4
3454、 4'5/12
3455、 2
3456、 4'29/40
3457、 6'3/14
3458、 1/2
3459、 2'24/35
3460、 1/54
3461、 1'5/72
3462、 6
3463、 2/3
3464、 2'1/20
3465、 3'1/12
3466、 2'1/5
3467、 3'3/14
3468、 25/2304
3469、 4'4/5
3470、 2'7/12
3471、 5'5/18
3472、 9
3473、 3'2/5
3474、 3'1/28
3475、 8'1/6
3476、 2'3/7
3477、 8
3478、 1'11/36
3479、 1'1/12
3480、 3'13/27
3481、 32'1/2
3482、 9'1/3
3483、 9/10
3484、 1/3
3485、 224/279
3486、 4'13/15
3487、 1/10
3488、 5/126
3489、 2'7/18
3490、 1'83/105
3491、 40/243
3492、 1/4
3493、 2'11/12
3494、 9'6/35
3495、 4'1/5
3496、 12
3497、 24
3498、 2'5/8
3499、 1'43/72
3500、 3'1/3
3501、 8/15
3502、 4'2/3
3503、 1
3504、 1'1/7
3505、 1'3/5
3506、 10'1/12
3507、 3'6/7
3508、 1'1/15
3509、 1/5
3510、 26/35
3511、 5'1/16
3512、 2'65/162
3513、 1'2/63
3514、 1'2/15
3515、 3'13/105
3516、 2
3517、 1/4
3518、 42
3519、 225/476
3520、 8/21
3521、 3'5/6
3522、 3'1/2
3523、 6'1/4
3524、 2'5/18
3525、 3/64
3526、 3
3527、 23/28
3528、 44/63
3529、 3/32
3530、 57
3531、 53/84
3532、 3'3/7
3533、 2'5/24
3534、 8/9
3535、 1'8/21
3536、 1'1/7
3537、 1'4/45
3538、 11/80
3539、 1/16
3540、 3'17/27
3541、 5'13/31
3542、 1/9
3543、 1'13/32
3544、 1'97/105
3545、 45/64
3546、 2'5/14
3547、 9/28
3548、 4'3/8
3549、 23'5/7
3550、 1/2
3551、 3'2/9
3552、 5/7
3553、 2/3
3554、 4/7
3555、 1'23/35
3556、 5/36
3557、 8'29/30
3558、 11'1/2
3559、 2/9
3560、 6'1/105
3561、 7/27
3562、 1'33/49
3563、 1'1/4
3564、 14
3565、 9'3/5
3566、 3/7
3567、 4'7/12
3568、 2'137/144
3569、 5/9
3570、 1/36
3571、 1'9/10
3572、 8'1/3
3573、 1/7
3574、 1/21
3575、 3'25/72
3576、 13/28
3577、 1'2/45
3578、 2'3/5
3579、 8'1/10
3580、 5'1/8
3581、 1'13/63
3582、 4'4/5
3583、 2'2/3
3584、 3'1/2
3585、 10/27
3586、 1'1/360
3587、 341/441
3588、 7/24
3589、 5'2/9
3590、 1'1/8
3591、 11'1/4
3592、 1'17/30
3593、 5'3/5
3594、 1'1/7
3595、 1'13/36
3596、 1'5/24
3597、 3'6/7
3598、 1/24
3599、 3'2/3
3600、 2
3601、 10'49/72
3602、 2'3/7
3603、 4'2/5
3604、 2'2/9
3605、 7'4/5
3606、 1'3/10
3607、 7'1/2
3608、 1/8
3609、 2/3
3610、 8'1/4
3611、 31/36
3612、 6/7
3613、 5/12
3614、 2'14/15
3615、 5/63
3616、 139/180
3617、 4/45
3618、 31/42
3619、 55/64
3620、 4'37/56
3621、 23/28
3622、 3'3/14
3623、 15/32
3624、 1/14
3625、 5'13/14
3626、 3/40
3627、 1'2/3
3628、 3/10
3629、 1'71/90
3630、 6'1/6
3631、 1'7/8
3632、 15
3633、 1'3/4
3634、 3
3635、 11'1/2
3636、 1/8
3637、 1'8/15
3638、 7/12
3639、 25/54
3640、 3'11/21
3641、 22'2/5
3642、 3'11/24
3643、 4'5/8
3644、 2'1/3
3645、 20/27
3646、 4'17/36
3647、 6'1/4
3648、 1/6
3649、 3'1/3
3650、 2'2/3
3651、 23/35
3652、 7'27/28
3653、 2'1/3
3654、 1'4/7
3655、 2'1/4
3656、 1'8/9
3657、 2'1/10
3658、 27/80
3659、 1'13/18
3660、 2'9/20
3661、 13/56
3662、 1'1/6
3663、 1'23/40
3664、 1'1/2
3665、 4'4/5
3666、 2'67/81
3667、 1'1/3
3668、 5'1/4
3669、 6'2/7
3670、 2'5/12
3671、 1/16
3672、 14'1/2
3673、 1'113/315
3674、 1'7/8
3675、 35/36
3676、 1'5/12
3677、 1'23/27
3678、 1'71/244
3679、 23/24
3680、 2/5
3681、 6'2/3
3682、 4'1/5
3683、 4'5/7
3684、 313/324
3685、 1'1/10
3686、 3'3/35
3687、 0
3688、 4'4/5
3689、 7'1/2
3690、 1'281/840
3691、 1'17/21
3692、 36
3693、 1'29/72
3694、 4'1/2
3695、 1'17/24
3696、 4'4/9
3697、 4'5/18
3698、 61/72
3699、 8'2/7
3700、 2/7
3701、 4'19/90
3702、 5'5/7
3703、 5'1/2
3704、 8/9
3705、 1/9
3706、 3
3707、 2'7/10
3708、 3'5/36
3709、 5'151/315
3710、 1'5/8
3711、 1'1/3
3712、 1'23/40
3713、 3/56
3714、 0
3715、 20/21
3716、 1
3717、 2'8/9
3718、 2'4/5
3719、 1/3
3720、 3/7
3721、 4/15
3722、 11/40
3723、 5'2/9
3724、 15'7/8
3725、 7/30
3726、 122/147
3727、 1'5/7
3728、 3'9/32
3729、 1'1/4
3730、 4'1/2
3731、 2'9/28
3732、 28
3733、 4'1/3
3734、 10'1/3
3735、 6'1/2
3736、 1'1/5
3737、 1
3738、 5'1/8
3739、 3'44/63
3740、 20/21
3741、 7'1/10
3742、 7/27
3743、 1'3/7
3744、 2/7
3745、 6'1/3
3746、 2'1/7
3747、 2'13/90
3748、 3/7
3749、 35/36
3750、 65/81
3751、 7/135
3752、 4'1/60
3753、 3'3/4
3754、 1'13/28
3755、 15/56
3756、 2'16/35
3757、 1'19/21
3758、 125/189
3759、 4/9
3760、 1'1/5
3761、 2'8/9
3762、 2'1/2
3763、 1'293/420
3764、 1'1/2
3765、 1'2/25
3766、 4/13
3767、 0
3768、 5'29/40
3769、 1'2/5
3770、 8'3/4
3771、 4'1/5
3772、 5'2/15
3773、 5/6
3774、 67/90
3775、 5/14
3776、 15/28
3777、 5'9/40
3778、 2'13/18
3779、 7/8
3780、 2'3/4
3781、 18
3782、 4
3783、 1'13/14
3784、 5'3/7
3785、 3'43/56
3786、 3'1/9
3787、 8'2/9
3788、 3'3/5
3789、 7
3790、 6'2/3
3791、 10'13/21
3792、 2'4/7
3793、 2'2/7
3794、 2'137/168
3795、 1'73/210
3796、 5'41/140
3797、 10'1/2
3798、 16/27
3799、 49
3800、 5'3/8
3801、 8'7/9
3802、 17'5/12
3803、 7
3804、 10'1/2
3805、 61/63
3806、 1'13/280
3807、 2'13/35
3808、 7'1/5
3809、 1/4
3810、 1'11/56
3811、 21/40
3812、 4/15
3813、 1/21
3814、 1'9/28
3815、 9/35
3816、 2'29/30
3817、 3'1/15
3818、 27/40
3819、 12/35
3820、 4
3821、 4
3822、 2'1/2
3823、 9/14
3824、 44/45
3825、 3'13/16
3826、 1'4/5
3827、 7/15
3828、 2
3829、 1
3830、 5/72
3831、 3'3/5
3832、 5'11/80
3833、 1'13/15
3834、 1'5/7
3835、 4'3/4
3836、 8'1/8
3837、 9
3838、 0
3839、 4/9
3840、 2'2/15
3841、 5/9
3842、 3'3/4
3843、 3/4
3844、 4'4/9
3845、 1'1/35
3846、 12
3847、 3'43/45
3848、 28
3849、 8'1/3
3850、 5'23/105
3851、 2'33/56
3852、 6/7
3853、 5/8
3854、 8'3/4
3855、 9'11/12
3856、 5'29/42
3857、 2'5/12
3858、 3'1/2
3859、 1/3
3860、 17'1/2
3861、 10
3862、 111/320
3863、 6'3/7
3864、 4/5
3865、 75
3866、 4'4/7
3867、 213/280
3868、 51/70
3869、 1'1/15
3870、 8'3/4
3871、 4
3872、 0
3873、 1/3
3874、 8'1/3
3875、 8/63
3876、 3/49
3877、 4'2/3
3878、 1'7/20
3879、 1'5/16
3880、 1'7/9
3881、 5/18
3882、 21/32
3883、 2'2/3
3884、 5'2/3
3885、 1'2/3
3886、 1/2
3887、 197/210
3888、 8/15
3889、 2'7/20
3890、 1'17/40
3891、 11/12
3892、 1'1/18
3893、 4'4/5
3894、 14/27
3895、 2/15
3896、 1'5/6
3897、 5/6
3898、 1'4/5
3899、 13/72
3900、 2
3901、 2'2/21
3902、 1'17/20
3903、 6'22/63
3904、 12'2/3
3905、 1'15/56
3906、 12'1/2
3907、 5/12
3908、 3/28
3909、 1/2
3910、 1'3/5
3911、 7'7/8
3912、 3
3913、 2'17/28
3914、 2'1/6
3915、 4'77/90
3916、 1'38/45
3917、 4'5/7
3918、 43/120
3919、 6'1/8
3920、 18/35
3921、 13'1/3
3922、 4/45
3923、 4'73/210
3924、 3'3/7
3925、 79/96
3926、 24
3927、 5'1/15
3928、 6'13/27
3929、 1/18
3930、 2'78/175
3931、 1'5/42
3932、 1/24
3933、 4'1/7
3934、 4'19/45
3935、 5/9
3936、 2
3937、 32/35
3938、 1'1/6
3939、 17/21
3940、 3'7/30
3941、 1'7/18
3942、 2
3943、 9'1/9
3944、 2'25/36
3945、 7/9
3946、 6'1/2
3947、 4/105
3948、 1'13/45
3949、 9'1/2
3950、 12'1/2
3951、 5/12
3952、 2'35/36
3953、 189/200
3954、 5/9
3955、 4/21
3956、 1'131/280
3957、 13/15
3958、 1'17/56
3959、 2'17/30
3960、 17/56
3961、 3'1/2
3962、 16/21
3963、 5'5/8
3964、 5'1/3
3965、 2/5
3966、 5'24/35
3967、 1'79/180
3968、 3/4
3969、 1'1/15
3970、 26/27
3971、 1'31/45
3972、 3
3973、 6'7/81
3974、 5'1/8
3975、 1'1/35
3976、 12/35
3977、 7/8
3978、 4/21
3979、 1'3/7
3980、 6'3/10
3981、 1'19/35
3982、 7/24
3983、 8
3984、 1'3/8
3985、 4'7/9
3986、 2'1/2
3987、 3/28
3988、 1'1/2
3989、 1'61/72
3990、 1/63
3991、 0
3992、 5'1/6
3993、 8'2/3
3994、 9/20
3995、 1/4
3996、 20/21
3997、 13/18
3998、 1'17/32
3999、 5/48
4000、 1'15/112
4001、 24
4002、 1/21
4003、 1'1/2
4004、 5/6
4005、 2'17/18
4006、 3'13/42
4007、 3/4
4008、 4/63
4009、 1'2/3
4010、 3'11/18
4011、 1'13/24
4012、 8
4013、 40'5/6
4014、 9'1/4
4015、 5'22/27
4016、 14
4017、 8'1/6
4018、 1'25/56
4019、 2
4020、 1'109/140
4021、 7/9
4022、 7/24
4023、 3'1/6
4024、 20/21
4025、 3/8
4026、 7
4027、 3'17/42
4028、 5'1/4
4029、 4'179/240
4030、 147/160
4031、 16/27
4032、 4'3/4
4033、 5/16
4034、 1'4/5
4035、 4'1/6
4036、 1'77/135
4037、 10'11/18
4038、 4'28/81
4039、 7/24
4040、 1'1/27
4041、 10
4042、 36
4043、 8
4044、 3/16
4045、 2
4046、 6'6/7
4047、 7/30
4048、 45
4049、 3/8
4050、 2'2/5
4051、 2'3/8
4052、 20/21
4053、 5'1/3
4054、 1'1/17
4055、 7'8/9
4056、 8/15
4057、 5/12
4058、 1/14
4059、 1/3
4060、 1'2/15
4061、 13/27
4062、 2'3/5
4063、 28/45
4064、 17/36
4065、 1'4/5
4066、 27/112
4067、 7/15
4068、 10
4069、 7'1/2
4070、 3'29/42
4071、 5/7
4072、 6'13/14
4073、 1'1/3
4074、 2'17/24
4075、 2'5/9
4076、 1'13/18
4077、 1'1/2
4078、 2
4079、 1'1/3
4080、 1'7/18
4081、 1'19/21
4082、 1'4/21
4083、 7'13/56
4084、 36'1/3
4085、 6'9/10
4086、 7'5/8
4087、 9'1/3
4088、 2'8/9
4089、 4'4/5
4090、 1/9
4091、 1'53/72
4092、 2/3
4093、 41/105
4094、 9/14
4095、 31/84
4096、 2/3
4097、 2'1/5
4098、 2'5/7
4099、 4'1/2
4100、 9/35
4101、 5
4102、 3'20/21
4103、 9/80
4104、 1'3/8
4105、 3'1/6
4106、 0
4107、 10'13/45
4108、 1'1/42
4109、 3'77/120
4110、 7/12
4111、 1/8
4112、 5'4/35
4113、 27
4114、 13/36
4115、 1
4116、 4'5/6
4117、 5'1/20
4118、 6'20/63
4119、 3
4120、 27/28
4121、 2'1/3
4122、 5/36
4123、 27/175
4124、 4/21
4125、 1
4126、 6'2/3
4127、 1/12
4128、 2/3
4129、 7/8
4130、 1
4131、 1/5
4132、 2'5/6
4133、 7
4134、 5'10/21
4135、 4'8/9
4136、 14/15
4137、 6'3/10
4138、 169/672
4139、 1/5
4140、 8/9
4141、 1'1/6
4142、 3'1/9
4143、 1'41/49
4144、 17/24
4145、 1'7/40
4146、 8/25
4147、 2'6/7
4148、 1'13/36
4149、 1/18
4150、 1'1/3
4151、 1'1/14
4152、 3'13/28
4153、 1'2/3
4154、 1
4155、 19/42
4156、 13/14
4157、 2'1/4
4158、 3
4159、 2'4/9
4160、 11/24
4161、 9/14
4162、 1/5
4163、 34/35
4164、 1'11/12
4165、 1'7/24
4166、 1'11/12
4167、 3/14
4168、 34'1/2
4169、 5/24
4170、 7'3/4
4171、 103/140
4172、 5'18/35
4173、 1/6
4174、 1'3/4
4175、 7'13/18
4176、 7'1/4
4177、 49/108
4178、 12'1/18
4179、 17'1/2
4180、 5'1/9
4181、 1'7/8
4182、 24'1/2
4183、 14'1/3
4184、 4'2/3
4185、 8/45
4186、 32
4187、 2'6/7
4188、 48'1/6
4189、 27/28
4190、 14
4191、 4'1/6
4192、 65/224
4193、 4'2/3
4194、 3'1/14
4195、 3'3/7
4196、 9/16
4197、 1'2/135
4198、 1'1/2
4199、 2'1/3
4200、 1'103/180
4201、 24'5/6
4202、 4/9
4203、 73
4204、 2
4205、 2/15
4206、 8'1/3
4207、 10'1/8
4208、 1'17/35
4209、 1'2/5
4210、 2'5/8
4211、 8'1/3
4212、 6'8/9
4213、 9'1/8
4214、 14/15
4215、 9'1/3
4216、 2'5/9
4217、 4'9/14
4218、 3/7
4219、 20/63
4220、 2'1/2
4221、 1/6
4222、 1'1/6
4223、 1'139/144
4224、 5'3/5
4225、 5'17/21
4226、 2'11/24
4227、 1/4
4228、 3/10
4229、 5'2/5
4230、 9'9/80
4231、 67/72
4232、 1'1/6
4233、 6
4234、 2'4/25
4235、 3'1/3
4236、 3'19/40
4237、 3/4
4238、 151/168
4239、 48/305
4240、 1'13/28
4241、 7/9
4242、 2/3
4243、 6/245
4244、 1'1/6
4245、 3'71/180
4246、 7/48
4247、 9'2/3
4248、 2'38/45
4249、 1'1/3
4250、 27/70
4251、 16/45
4252、 6'29/36
4253、 5/9
4254、 8/9
4255、 6'2/3
4256、 19/30
4257、 53/56
4258、 2'34/45
4259、 2'1/4
4260、 4/5
4261、 2'4/5
4262、 3'3/40
4263、 3'4/9
4264、 1'19/56
4265、 8'31/36
4266、 5/8
4267、 1'65/72
4268、 1'1/9
4269、 1'7/20
4270、 4'4/5
4271、 57/70
4272、 4'3/8
4273、 13/18
4274、 1'4/5
4275、 2'7/30
4276、 44'3/5
4277、 3'1/10
4278、 1'145/296
4279、 1/9
4280、 2'4/15
4281、 5
4282、 7/8
4283、 3/4
4284、 1'4/45
4285、 38/105
4286、 2/3
4287、 2'2/5
4288、 1'5/18
4289、 1'2/27
4290、 179/252
4291、 2'1/3
4292、 1'5/12
4293、 3'17/24
4294、 8/77
4295、 29/42
4296、 10'2/3
4297、 8'3/5
4298、 34'4/15
4299、 2/35
4300、 4/7
4301、 1'5/7
4302、 95/112
4303、 2'17/20
4304、 1'8/15
4305、 2'5/8
4306、 1'3/4
4307、 3'22/63
4308、 3'10/21
4309、 5'1/10
4310、 14'7/12
4311、 4
4312、 3/7
4313、 1'11/28
4314、 5'2/3
4315、 6
4316、 2'3/8
4317、 1'1/6
4318、 6'1/2
4319、 88/147
4320、 17/20
4321、 1'5/7
4322、 59/108
4323、 1'1/20
4324、 3'16/27
4325、 1'3/4
4326、 57'3/5
4327、 7
4328、 4'1/2
4329、 3'4/15
4330、 1/2
4331、 7/10
4332、 3'1/3
4333、 7/9
4334、 8/9
4335、 3'11/18
4336、 5/7
4337、 5'1/3
4338、 125/168
4339、 1'5/9
4340、 1'11/24
4341、 1'32/35
4342、 2'1/3
4343、 27/32
4344、 1'22/63
4345、 10'9/14
4346、 5/28
4347、 2'1/12
4348、 15'25/28
4349、 5/6
4350、 2'3/4
4351、 1'11/15
4352、 25/28
4353、 2'43/48
4354、 5
4355、 1'8/21
4356、 1'3/40
4357、 53/63
4358、 23/35
4359、 13'5/7
4360、 97/98
4361、 3'3/8
4362、 1'2/5
4363、 5/6
4364、 3'5/6
4365、 2'3/8
4366、 2/15
4367、 4
4368、 1'4/35
4369、 3'5/6
4370、 2'5/21
4371、 2'1/2
4372、 19/36
4373、 3/4
4374、 1/3
4375、 2/9
4376、 5'4/9
4377、 1'1/2
4378、 3/28
4379、 2'7/10
4380、 2'4/7
4381、 32/135
4382、 1'43/45
4383、 3'1/3
4384、 2'1/4
4385、 9/16
4386、 8'2/3
4387、 5'1/7
4388、 1'1/3
4389、 11'37/49
4390、 5/24
4391、 9/11
4392、 2'14/15
4393、 20/27
4394、 20
4395、 5/8
4396、 3'1/4
4397、 2'14/45
4398、 4
4399、 15'3/20
4400、 1/35
4401、 11'41/56
4402、 47/70
4403、 2/7
4404、 1'1/6
4405、 3'3/4
4406、 10'1/2
4407、 2/21
4408、 3'1/8
4409、 5'3/5
4410、 10'4/5
4411、 1'11/14
4412、 59/252
4413、 3
4414、 6/7
4415、 1'3/4
4416、 4'13/28
4417、 8'1/6
4418、 1'31/42
4419、 1'2/3
4420、 11/20
4421、 5/8
4422、 9'1/8
4423、 1/18
4424、 1'5/36
4425、 32/105
4426、 17/24
4427、 18/25
4428、 2'23/36
4429、 3'3/7
4430、 7/27
4431、 1'23/24
4432、 1'3/7
4433、 1/4
4434、 1/7
4435、 7'5/6
4436、 2/3
4437、 7'6/7
4438、 3'11/14
4439、 10'1/8
4440、 2'26/35
4441、 3'9/10
4442、 1'5/7
4443、 5/9
4444、 1
4445、 5'1/30
4446、 3'8/45
4447、 4'4/5
4448、 33/56
4449、 3'47/84
4450、 2'17/42
4451、 9'1/3
4452、 1'1/4
4453、 1'1/9
4454、 6'5/8
4455、 5/16
4456、 4'2/3
4457、 3'1/3
4458、 9
4459、 8
4460、 5/8
4461、 64/135
4462、 7'7/8
4463、 9'1/7
4464、 5/9
4465、 7'34/45
4466、 1'1/3
4467、 3'2/5
4468、 173/315
4469、 17/18
4470、 1'3/25
4471、 1'2/3
4472、 3'13/15
4473、 18/35
4474、 137/360
4475、 2'5/21
4476、 11/36
4477、 27/49
4478、 3'1/60
4479、 16/27
4480、 7/15
4481、 3/7
4482、 2'2/9
4483、 64/105
4484、 1'37/40
4485、 1'29/36
4486、 7/10
4487、 3/5
4488、 5'3/8
4489、 1'19/21
4490、 2
4491、 7'7/8
4492、 3/28
4493、 8
4494、 2'8/15
4495、 2/3
4496、 3'3/8
4497、 2'10/27
4498、 3'15/16
4499、 36/49
4500、 2/9
4501、 179'1/5
4502、 9/20
4503、 5
4504、 3'1/5
4505、 16/21
4506、 1'1/5
4507、 1/18
4508、 108/665
4509、 8'3/8
4510、 4'1/10
4511、 1/25
4512、 1/4
4513、 35/96
4514、 5'1/4
4515、 4
4516、 3'13/36
4517、 1'13/63
4518、 2'11/12
4519、 3/4
4520、 4/9
4521、 2'6/7
4522、 2/3
4523、 1/5
4524、 3'4/21
4525、 3
4526、 1'17/21
4527、 0
4528、 27/28
4529、 1'11/16
4530、 3'1/6
4531、 6'1/4
4532、 3'4/25
4533、 2/7
4534、 5/12
4535、 3'5/6
4536、 1'1/4
4537、 1'5/16
4538、 2'2/5
4539、 4'1/2
4540、 7/54
4541、 6'1/8
4542、 3'1/3
4543、 1'23/49
4544、 1'4/5
4545、 7'2/63
4546、 3'119/180
4547、 5/49
4548、 4'5/12
4549、 1'43/45
4550、 1'7/9
4551、 1'1/8
4552、 211/315
4553、 1'5/12
4554、 6'1/12
4555、 17'85/252
4556、 5'2/5
4557、 4/49
4558、 2'178/189
4559、 4'1/6
4560、 1'49/60
4561、 1
4562、 1'1/10
4563、 3'3/5
4564、 9
4565、 12'3/4
4566、 2'1/150
4567、 4'2/3
4568、 6'1/2
4569、 25/42
4570、 3'2/9
4571、 2
4572、 1'1/3
4573、 6
4574、 7/9
4575、 2'9/56
4576、 4'5/14
4577、 4'2/3
4578、 1'77/360
4579、 8'8/35
4580、 3/20
4581、 1/90
4582、 275/324
4583、 7
4584、 1'7/9
4585、 9/16
4586、 3'5/9
4587、 2'9/14
4588、 30
4589、 19/21
4590、 1'13/56
4591、 8
4592、 7/40
4593、 2'1/4
4594、 13'1/4
4595、 2'15/28
4596、 28'7/12
4597、 12'1/5
4598、 3/4
4599、 56'1/4
4600、 0
4601、 1'1/2
4602、 2'1/6
4603、 2'11/21
4604、 4'1/12
4605、 5/6
4606、 3'1/9
4607、 3'29/56
4608、 1'9/14
4609、 11/72
4610、 2'2/7
4611、 1'13/18
4612、 171/175
4613、 5'1/4
4614、 1'1/12
4615、 1'13/27
4616、 2'5/6
4617、 9/14
4618、 8'5/9
4619、 1'2/7
4620、 20'1/3
4621、 1'5/9
4622、 2'27/40
4623、 1'4/45
4624、 1'4/63
4625、 2'22/45
4626、 2'1/4
4627、 2'49/60
4628、 3'9/14
4629、 2'3/7
4630、 1/28
4631、 1'5/14
4632、 16/441
4633、 2'1/4
4634、 1'263/360
4635、 3
4636、 7/9
4637、 2'5/12
4638、 2'1/5
4639、 144
4640、 16/105
4641、 1'3/10
4642、 2'7/64
4643、 2'5/9
4644、 11'9/49
4645、 3'65/72
4646、 2'17/48
4647、 3/7
4648、 1'47/72
4649、 3'1/5
4650、 4/5
4651、 1/8
4652、 3
4653、 2'2/3
4654、 1'23/90
4655、 6'7/12
4656、 3'7/45
4657、 3'7/40
4658、 7/18
4659、 2'22/49
4660、 1'20/21
4661、 39/40
4662、 1'13/162
4663、 1'1/2
4664、 1'1/20
4665、 35/36
4666、 5/12
4667、 40'1/2
4668、 5'3/7
4669、 5'11/14
4670、 7'2/7
4671、 21/74
4672、 4'3/4
4673、 1'7/30
4674、 7/24
4675、 1'3/32
4676、 2'1/24
4677、 7'1/2
4678、 20/27
4679、 18/25
4680、 3'3/40
4681、 83/84
4682、 3'23/24
4683、 1'2/7
4684、 4/9
4685、 2'5/6
4686、 5'1/4
4687、 5'2/3
4688、 3/40
4689、 29/42
4690、 9'7/10
4691、 1/3
4692、 8/35
4693、 3'23/72
4694、 2/135
4695、 4'1/4
4696、 7'8/9
4697、 4/5
4698、 2/3
4699、 1/5
4700、 11/40
4701、 28
4702、 11/63
4703、 9/20
4704、 5/6
4705、 21'15/16
4706、 2/3
4707、 4'13/18
4708、 4'2/3
4709、 11/12
4710、 7'5/6
4711、 9'3/4
4712、 4'6/35
4713、 11/15
4714、 4'16/21
4715、 1'39/40
4716、 12'12/35
4717、 14'2/5
4718、 7'3/8
4719、 9/10
4720、 2'1/10
4721、 7/18
4722、 3/7
4723、 6'1/4
4724、 1'1/8
4725、 1'18/35
4726、 18'1/2
4727、 1'1/3
4728、 5/31
4729、 7/9
4730、 4/5
4731、 7'2/5
4732、 5/9
4733、 5/6
4734、 7'29/60
4735、 7'7/9
4736、 1'64/147
4737、 9'1/3
4738、 17/20
4739、 1/8
4740、 0
4741、 3/8
4742、 5/32
4743、 2'5/6
4744、 13'1/2
4745、 11/36
4746、 1/2
4747、 9/16
4748、 7/20
4749、 2'11/12
4750、 9'3/4
4751、 5/63
4752、 1'17/21
4753、 5/24
4754、 1'11/24
4755、 1'13/120
4756、 1/28
4757、 3
4758、 28/81
4759、 49/72
4760、 1/28
4761、 7/8
4762、 2'65/168
4763、 6
4764、 3'3/4
4765、 3/4
4766、 1'14/15
4767、 9'3/4
4768、 17/18
4769、 1'5/24
4770、 2'1/7
4771、 3'1/2
4772、 2/21
4773、 1'103/126
4774、 2'53/56
4775、 16/35
4776、 1'11/14
4777、 27/56
4778、 1'7/9
4779、 4/7
4780、 2'2/3
4781、 3'2/9
4782、 1'1/35
4783、 4'1/12
